English Sentence,Amharic Sentence
"The solar eclipse was visible in several cities across Ethiopia, including the historical town of Lalibela and the capital Addis Ababa starting from 6:50 a.m to 9:30 a.m.",የፀሀይ ግርዶሹ በተለያዩ የኢትዮጵያ ከተሞች የታየ ሲሆን ከነዚህም መካከል በታሪካዊቷ የላሊበላ ከተማ እና በዋና ከተማዋ አዲስ አበባ ከጠዋቱ 6፡50 እስከ 9፡30 ሰአት ጀምሮ ነበር።
State Minister of Education Dr. Geremew Huluka told journalists during the event that the government has changed the curriculum to encourage science and innovation in schools starting from the lower classes.,የትምህርት ሚኒስቴር ዴኤታ ዶክተር ገረመው ሁሉቃ በዝግጅቱ ላይ ለጋዜጠኞች እንደተናገሩት መንግስት ከታችኛው ክፍል ጀምሮ ባሉ ትምህርት ቤቶች ሳይንስና ፈጠራን ለማበረታታት የስርዓተ ትምህርት ለውጥ አድርጓል።
"“The education system at present highly encourages science and innovation starting from the bottom; and through this we can establish and find many scientists in every child that can help our day to day life in a scientific way,” he stated.",“በአሁኑ ጊዜ የትምህርት ስርዓቱ ከስር ጀምሮ ሳይንስን እና ፈጠራን በከፍተኛ ሁኔታ ያበረታታል፤ በዚህም የዕለት ተዕለት ሕይወታችንን በሳይንሳዊ መንገድ የሚረዱ ብዙ ሳይንቲስቶችን በእያንዳንዱ ሕፃን ማቋቋም እና ማግኘት እንችላለን።” ብለዋል።
"China Ecology and Environment Vice Minister, Liu Hua commended Chinese and Ethiopian professionals for doing their level best to see the satellite project succeed and meet its objectives.",የቻይና ኢኮሎጂ እና አካባቢ ጥበቃ ምክትል ሚኒስትር ሊዩ ሁዋ የሳተላይት ፕሮጀክቱ ስኬታማ እንዲሆን እና የተቋቋመበትን ዓላማ ለማሳካት ቻይናውያን እና ኢትዮጵያውያን ባለሙያዎች የቻሉትን ያህል ጥረት ማድረጋቸውን አመስግነዋል።
Ambassador Teshome and Vice Minister Liu Hua noted that the two countries need to give impetus to their relationship with multifaceted bilateral and multilateral engagements in the future.,አምባሳደር ተሾመ እና ምክትል ሚንስትር ሊዩ ሁዋ ሁለቱ ሀገራት ከተለያየ የሁለትዮሽ እና የባለብዙ ወገን ግንኙነት ጋር ለሚኖራቸው ግንኙነት የበለጠ ተነሳሽነት ሊሰጡ ይገባል ብለዋል።
Finance Minister Ahmed Shide and a Safaricom delegation led by CEO Peter Ndegwa held discussion today.,በገንዘብ ሚኒስትሩ አህመድ ሺዴ እና በዋና ስራ አስፈፃሚ ፒተር ንዴግዋ የተመራ የሳፋሪኮም የልዑካን ቡድን ዛሬ ተወያይተዋል።
"Safaricom Ethiopia delegation provided updates on its operations in the country, it was learned.",የሳፋሪኮም ኢትዮጵያ የልዑካን ቡድን በሀገሪቱ ስላለው እንቅስቃሴ ወቅታዊ መረጃ መስጠቱን ለማወቅ ተችሏል።
"The annual Innovation Africa Digital Summit that focuses on accelerating national ICT agendas, supporting African countries as they look to improve ICT maturity rankings, and laying foundations for achieving Sustainable Development Goals is underway here in Addis Ababa.",ዓመታዊው የኢኖቬሽን አፍሪካ ዲጂታል የመሪዎች ጉባኤ ሀገራዊ የአይሲቲ አጀንዳዎችን በማፋጠን፣ የአፍሪካ ሀገራት የአይሲቲ ብስለት ደረጃን ሲያሻሽሉ ለመደገፍ እና ዘላቂ የልማት ግቦችን ለማሳካት መሰረት በመጣል ላይ በማተኮር በአዲስ አበባ እየተካሄደ ነው።
"Opening the two-day summit, Innovation and Technology Minister Belete Mola said Ethiopia is working to transform its economy using digitization as a key instrument.",ሁለት ቀናት የሚቆየውን የመሪዎች ጉባኤ የከፈቱት የኢኖቬሽንና ቴክኖሎጂ ሚኒስትሩ አቶ በለጠ ሞላ እንዳሉት ኢትዮጵያ ኢኮኖሚዋን ለመቀየር ዲጂታይዜሽንን እንደ ቁልፍ መሳሪያ በመጠቀም እየሰራች ነው።
Ministry of Health has signed a trilateral agreement with the International Atomic Energy Agency (IAEA) and the China Atomic Energy Authority (CAEA).,የጤና ጥበቃ ሚኒስቴር ከዓለም አቀፉ አቶሚክ ኢነርጂ ኤጀንሲ (አይ ኢ ኤ) እና ቻይና አቶሚክ ኢነርጂ ባለሥልጣን (ሲ ኤ ኢ ኤ) ጋር የሶስትዮሽ ወገን ስምምነት ተፈራርሟል።
"The agreement is to jointly implement an extra-budgetary in-kind contribution for a project titled “strengthening capabilities of member states in building, strengthening and restoring capacities and services in case of outbreaks, emergencies, and disasters”.","ስምምነቱ ""የአባል ሀገራት ወረርሽኝ፣ ድንገተኛ ሁኔታና አደጋ በሚከሰትበት ጊዜ አቅምን የመገንባት፣ የማጠናከርና አቅምን ለማደስ ያላቸውን አቅም ማጠናከር"" በሚል ርዕስ ለተዘጋጀ ፕሮጀክት ከበጀት ውጭ የሆነ የአይነት አስተዋፅኦ በጋራ መተግበር ነው።"
"Ethiopian Health Minister Dr. Lia Tadesse has met with the United States Centers for Disease Control and Prevention (US-CDC) Ethiopia’s new country director, Dr. Caroline Rayan.",የኢትዮጵያ የጤና ጥበቃ ሚኒስትር ዶ/ር ሊያ ታደሰ ከዩናይትድ ስቴትስ የበሽታ መቆጣጠሪያና መከላከያ ማዕከል (ዩኤስ ሲዲሲ) የኢትዮጵያ አዲሱ የሀገር ዳይሬክተር ዶ/ር ካሮላይን ራየን ጋር ተገናኝታለች።
"The two discussed ongoing partnerships around HIV, immunization, Public Health Emergency Response including lab capacity as well as on potential new areas of partnerships.",ሁለቱ በኤች አይ ቪ፣ በክትባት፣ በህብረተሰብ ጤና የቤተ ሙከራ እንዲሁም ሊሆኑ የሚችሉ አዳዲስ የትብብር መስኮች ዙሪያ ጨምሮ በሂደት ላይ ያለውን ጥምረት ተወያይተዋል።
"As COVID-19 in Ethiopia has been consistently on the rise and triggering calls for more robust measures to halt the spread of the virus, the government is taking various measures to prevent the spread of the pandemic, it was indicated.",በኢትዮጵያ ኮቪድ 19 ያለማቋረጥ እየጨመረና የቫይረሱን ስርጭት ለመግታት ተጨማሪ ጠንካራ ዕርምጃዎች እንዲወሰዱ እያሻ በመሆኑ መንግሥት ወረርሽኙ እንዳይዛመት ለማድረግ የተለያዩ ዕርምጃዎችን እየወሰደ መሆኑ ተጠቆመ።
"Following the first confirmed case of COVID-19 in Ethiopia in March 2020, the Government of Ethiopia took several public health measures and protocols to prevent increased levels of infection.",በኢትዮጵያ መጋቢት 2020 የመጀመሪያው የተረጋገጠ ኮቪድ 19 የተያዘ ሰዉን ተከትሎ የኢትዮጵያ መንግሥት የጨመረውን የኢንፌክሽን መጠን ለመከላከል በርካታ የህዝብ ጤና እርምጃዎችንና ፕሮቶኮሎችን ወስዷል።
"General Health Director with MoH, Dr. Yibeltal Mekonnen, on his part said that the ministry has acknowledged and will provide necessary support to the center so that it will spearhead a private health sector’s social responsibility engagements in responding to people in need.",ጤና ሚንስቴር አጠቃላይ የጤና ዳይሬክተር ዶ/ር ይበልጣል መኮንን በበኩላቸው ሚኒስቴሩ ለተቸገሩ ሰዎች ምላሽ ለመስጠት የግል የጤና ዘርፍ የማህበራዊ ሃላፊነት ተሳትፎ በግንባር ቀደምትነት እንዲመራ ለማዕከሉ እውቅና መስጠቱንና አስፈላጊውን ድጋፍ እንደሚያደርግ ተናግረዋል።
"Regular training for the health professionals is according to him, a basic assistance the ministry had gave to improve the efficiency treatment.",እሱ እንዳለው ሚኒስቴሩ የሰጠው መሠረታዊ እርዳታ የአገልግሎቱን ውጤታማነት ለማሻሻል ለጤና ባለሙያዎች በየጊዜው የሚሰጠው ሥልጠና ነው።
Ethiopia began accelerated Maternal and Neonatal Tetanus Elimination (MNTE) efforts in 1999.,ኢትዮጵያ የተፋጠነ የእናቶችና የአራስ ህፃናት ቴታነስ ማጥፋት (ኤም ኤን ቲ ኢ) ጥረቶችን በ1999 ነበር የጀመረችው።
"In 2011, all the regions in the country except the Somali Region were validated for MNTE. The 2011 validation mission made recommendations that would see the Somali Region progress to MNTE over time.",በ2011 ከሶማሌ ክልል በስተቀር ሁሉም የሀገሪቱ ክልሎች ለኤም ኤን ቲ ኤ እውቅና ተሰቷቸው ነበር። የ2011 የእውቅና ተልዕኮ የሶማሌ ክልል በጊዜ ሂደት ወደ ኤም ኤን ቲ ኤ እንዲያድግ የሚያስችሉ ሀሳቦችን አቅርቧል።
Meat production today is nearly five times higher than in the early 1960s – from 70 million tonnes to more than 330 million tonnes in 2017.,በዛሬው ጊዜ የስጋ ምርት በ1960ዎቹ መጀመሪያ ላይ ከነበረው በአምስት እጥፍ ይበልጣል። በ2017 ከነበረው 70 ሚሊዮን ቶን ወደ 330 ሚሊዮን ቶን ሁኗል።
A big reason for this is that there are many more people to feed.,ለዚህ ትልቁ ምክንያት ብዙ የሚመገቡ ሰዎች መኖራቸው ነው ።
"According to UNICEF, disposable sanitary products are expensive and often unavailable. As a result nearly 75% of Ethiopian women and girls do not have access to the menstrual supplies they need to manage their periods.",ዩኒሴፍ እንዳለው ከሆነ የሚጣሉ የንፅህና መጠበቂያ ምርቶች ውድ እና ብዙ ጊዜ ተደራሽ አይደሉም። በዚህም ምክንያት 75% የሚደርሱ ኢትዮጵያውያን ሴቶችና ልጃገረዶችየወር አበባቸውን ለመቆጣጠር የሚያስፈልጋቸውን የወር አበባ አቅርቦት ማግኘት አይችሉም።
Mebrahtu’s motivation came from personal experience.,የመብራቱ ተነሳሽነት የመነጨው ከግል ተሞክሮ ነበር ።
"The WHO Representative to Ethiopia, Dr. Boureima Hama Sambo, thanked Canada for the available funding to support the continuity of essential health services. He said, “The grant will not only strengthen the provision of quality, gender-responsive essential health services at primary care level but also boost health system resilience by building the capacity of regional and city health authorities to deal with current and future crises.”","የጤና ድርጅት ኢትዮጵያ ተወካይ ዶ/ር ቡሬማ ሃማ ሳምቦ አስፈላጊ የጤና አገልግሎት ቀጣይነትን ለመደገፍ ከካናዳ ላለው የገንዘብ ድጋፍ ምስጋና አቅርቧል። ""እርዳታው ጥራት ያለው፣ ጾታዊ ምላሽ የሚሰጡ አስፈላጊ የጤና አገልግሎት መስጠትን ከማጠናከሩም ባሻገር የአካባቢና የከተማ ጤና ባለስልጣናት አሁን ያሉና ወደፊት የሚከሰቱ ቀውሶችን የመፍታት አቅም በመገንባት የጤና ስርዓት የመቋቋም አቅምን ያሳድጋል"" ብለዋል።"
"This grant will benefit approximately 6.5 million Ethiopians in need, of which 50 percent are expected to be women.",ይህ እርዳታ ወደ 6.5 ሚሊዮን የሚጠጉ የተቸገሩ ኢትዮጵያውያንን ተጠቃሚ የሚያደርግ ሲሆን ከእነዚህ ውስጥ 50 በመቶ የሚሆኑት ሴቶች ይሆናሉ ተብሎ ይጠበቃል።
"Eka Kotebe General Hospital, which incorporates a mental institution in its premises, has been officially inaugurated today by Deputy Prime Minister Demeke Mekonnen and Health Minister Amir Aman.",በግቢው ውስጥ የአእምሮ ተቋምን ያካተተው ኤካ ኮተቤ አጠቃላይ ሆስፒታል ዛሬ በምክትል ጠቅላይ ሚኒስትር ደመቀ መኮንን እና በጤና ጥበቃ ሚኒስቴር አሚር አማን በይፋ ተመርቋል።
